Symbol,Name,Country,IPO Year,Volume,Sector,Industry
JAMF,Jamf Holding Corp. Common Stock,United States,2020,122231,Technology,Computer Software: Prepackaged Software
JBGS,JBG SMITH Properties Common Shares ,United States,2017,63191,Consumer Services,Real Estate Investment Trusts
JBHT,J.B. Hunt Transport Services Inc. Common Stock,United States,,140245,Transportation,Trucking Freight/Courier Services
JBL,Jabil Inc. Common Stock,United States,1993,186478,Technology,Electrical Products
JBLU,JetBlue Airways Corporation Common Stock,United States,2002,2000931,Transportation,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,United States,1991,4141,Consumer Non-Durables,Specialty Foods
JBT,John Bean Technologies Corporation Common Stock,United States,,9346,Capital Goods,Diversified Manufacture
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,United States,2021,9,Finance,Business Services
JCOM,j2 Global Inc. Common Stock,United States,1999,182197,Technology,Telecommunications Equipment
JEF,Jefferies Financial Group Inc. Common Stock,United States,,346629,Finance,Finance/Investors Services
JELD,JELD-WEN Holding Inc. Common Stock,United States,2017,1738379,,
JFR,Nuveen Floating Rate Income Fund Common Stock,United States,2004,102424,,
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,United States,2014,12633,,
JJSF,J & J Snack Foods Corp. Common Stock,United States,1986,3381,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,United States,1985,112132,Technology,Retail: Computer Software & Peripheral Equipment
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,,112831,Finance,Real Estate
JNCE,Jounce Therapeutics Inc. Common Stock,United States,2017,208106,Health Care,Major Pharmaceuticals
JNJ,Johnson & Johnson Common Stock,United States,,3626909,Health Care,Major Pharmaceuticals
JNPR,Juniper Networks Inc. Common Stock,United States,1999,705337,Technology,Computer peripheral equipment
JOAN,JOANN Inc. Common Stock,United States,2021,148583,Consumer Non-Durables,Department/Specialty Retail Stores
JOE,St. Joe Company (The) Common Stock,United States,,74355,Consumer Services,Homebuilding
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,,7507,Consumer Non-Durables,Recreational Products/Toys
JPC,Nuveen Preferred & Income Opportunities Fund,United States,2003,71579,,
JPM,JP Morgan Chase & Co. Common Stock,United States,,4078055,Finance,Major Banks
JPS,Nuveen Preferred & Income Securities Fund,United States,2002,125424,,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,2003,166461,,
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,2012,18369,,
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,United States,2004,28287,,
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,2001,76007,,
JWN,Nordstrom Inc. Common Stock,United States,,928708,Consumer Services,Clothing/Shoe/Accessory Stores
JYNT,The Joint Corp. Common Stock,United States,2014,65534,,
K,Kellogg Company Common Stock,United States,,726224,Consumer Non-Durables,Packaged Foods
KAI,Kadant Inc Common Stock,United States,,3292,Technology,Industrial Machinery/Components
KALU,Kaiser Aluminum Corporation Common Stock,United States,,14575,Basic Industries,Aluminum
KAMN,Kaman Corporation Common Stock,United States,,12954,Capital Goods,Military/Government/Technical
KAR,KAR Auction Services Inc Common Stock,United States,2009,705465,,
KBAL,Kimball International Inc. Class B Common Stock,United States,,76178,Consumer Durables,Industrial Specialties
KBH,KB Home Common Stock,United States,1986,321699,,
KBR,KBR Inc. Common Stock,United States,2006,297317,Capital Goods,Oilfield Services/Equipment
KDMN,Kadmon Holdings Inc. Common Stock,United States,,520893,Health Care,Major Pharmaceuticals
KDNY,Chinook Therapeutics Inc. Common Stock,United States,2015,24371,Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc. Common Stock,United States,,854870,Consumer Non-Durables,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,United States,,24896,Capital Goods,Industrial Machinery/Components
KELYA,Kelly Services Inc. Class A Common Stock,United States,,32235,Technology,Diversified Commercial Services
KELYB,Kelly Services Inc. Class B Common Stock,United States,,12190,Technology,Diversified Commercial Services
KEX,Kirby Corporation Common Stock,United States,,51535,Transportation,Marine Transportation
KEY,KeyCorp Common Stock,United States,,3842906,Finance,Major Banks
KEYS,Keysight Technologies Inc. Common Stock,United States,2014,225691,Capital Goods,Industrial Machinery/Components
KFRC,Kforce Inc. Common Stock,United States,1995,10863,Technology,Diversified Commercial Services
KFY,Korn Ferry Common Stock,United States,1999,23509,Technology,Diversified Commercial Services
KHC,The Kraft Heinz Company Common Stock,United States,,1769150,Consumer Non-Durables,Farming/Seeds/Milling
KIDS,OrthoPediatrics Corp. Common Stock,United States,2017,18102,Health Care,Medical/Dental Instruments
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,United States,2021,14002,Finance,Business Services
KIM,Kimco Realty Corporation Common Stock,United States,,988693,Consumer Services,Real Estate Investment Trusts
KINZ,KINS Technology Group Inc. Class A Common Stock,United States,2021,6682,,
KIRK,Kirkland's Inc. COMMONSTOCK,United States,2002,232640,Miscellaneous,Diversified Commercial Services
KKR,KKR & Co. Inc. Common Stock,United States,,547174,Finance,Investment Managers
KLAC,KLA Corporation Common Stock,United States,1980,299737,Capital Goods,Electronic Components
KLAQ,KL Acquisition Corp Class A Common Stock,United States,2021,780,,
KLR,Kaleyra Inc. Common Stock,United States,2018,292740,Technology,Internet and Information Services
KMB,Kimberly-Clark Corporation Common Stock,United States,,404129,Basic Industries,Paper
KMI,Kinder Morgan Inc. Common Stock,United States,2011,5773613,Public Utilities,Natural Gas Distribution
KMPR,Kemper Corporation,United States,,55016,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,United States,,163590,Capital Goods,Industrial Machinery/Components
KMX,CarMax Inc,United States,,193103,Consumer Services,Other Specialty Stores
KNBE,KnowBe4 Inc. Class A Common Stock,United States,2021,84148,Technology,Computer Software: Prepackaged Software
KNL,Knoll Inc. Common Stock,United States,2004,343461,,
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,United States,2018,89307,Health Care,Major Pharmaceuticals
KNSL,Kinsale Capital Group Inc. Common Stock,United States,2016,18483,Finance,Property-Casualty Insurers
KNTE,Kinnate Biopharma Inc. Common Stock,United States,2020,20014,Health Care,Major Pharmaceuticals
KNX,Knight-Swift Transportation Holdings Inc.,United States,2017,228583,Transportation,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,United States,,3788824,Consumer Non-Durables,Beverages (Production/Distribution)
KOD,Kodiak Sciences Inc Common Stock,United States,2018,888535,Health Care,Major Pharmaceuticals
KODK,Eastman Kodak Company Common New,United States,,858834,Miscellaneous,Business Services
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,United States,2006,33559,Basic Industries,Industrial Specialties
KOPN,Kopin Corporation Common Stock,United States,1992,2276962,Capital Goods,Industrial Machinery/Components
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States,2013,923004,Miscellaneous,Diversified Commercial Services
KR,Kroger Company (The) Common Stock,United States,,2579390,Consumer Services,Food Chains
KRA,Kraton Corporation Common Stock,United States,2009,23633,Basic Industries,Major Chemicals
KRC,Kilroy Realty Corporation Common Stock,United States,1997,191839,Consumer Services,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,2017,1982255,Consumer Services,Real Estate Investment Trusts
KRG,Kite Realty Group Trust Common Stock,United States,2004,61343,Consumer Services,Real Estate Investment Trusts
KRNY,Kearny Financial Corp Common Stock,United States,,38853,Finance,Savings Institutions
KRO,Kronos Worldwide Inc Common Stock,United States,,25829,Basic Industries,Major Chemicals
KRON,Kronos Bio Inc. Common Stock,United States,2020,20890,Consumer Durables,Specialty Chemicals
KROS,Keros Therapeutics Inc. Common Stock,United States,2020,27926,Consumer Durables,Specialty Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,2017,35762,Energy,Oil & Gas Production
KRT,Karat Packaging Inc. Common Stock,United States,2021,5074,Capital Goods,Office Equipment/Supplies/Services
KRTX,Karuna Therapeutics Inc. Common Stock,United States,2019,27627,Health Care,Major Pharmaceuticals
KRYS,Krystal Biotech Inc. Common Stock,United States,2017,60581,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSS,Kohl's Corporation Common Stock,United States,1992,1312444,Consumer Services,Department/Specialty Retail Stores
KSU,Kansas City Southern Common Stock,United States,,147751,Transportation,Railroads
KTF,DWS Municipal Income Trust,United States,1988,13386,,
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,,515485,Consumer Non-Durables,Ordnance And Accessories
KURA,Kura Oncology Inc. Common Stock,United States,,67629,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KURI,Alkuri Global Acquisition Corp. Class A common stock,United States,2021,222,,
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,United States,2021,30321,,
KVSB,Khosla Ventures Acquisition Co. II Class A Common Stock,United States,2021,8168,,
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,United States,2021,67972,,
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,,45756,Consumer Services,Real Estate
KWR,Quaker Chemical Corporation Common Stock,United States,,9251,Basic Industries,Automotive Aftermarket
KYMR,Kymera Therapeutics Inc. Common Stock,United States,2020,72273,Consumer Durables,Specialty Chemicals
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,2004,221389,,
L,Loews Corporation Common Stock,United States,,286506,Finance,Property-Casualty Insurers
LABP,Landos Biopharma Inc. Common Stock,United States,2021,22014,Consumer Durables,Specialty Chemicals
LAD,Lithia Motors Inc. Common Stock,United States,,67338,Consumer Services,Other Specialty Stores
LAMR,Lamar Advertising Company Class A Common Stock,United States,1996,56878,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,,12581,Consumer Non-Durables,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,2013,145012,Consumer Services,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,,932,Consumer Services,Real Estate Investment Trusts
LASR,nLIGHT Inc. Common Stock,United States,2018,101554,Technology,Semiconductors
LAUR,Laureate Education Inc. Class A Common Stock,United States,2017,170740,Miscellaneous,Service to the Health Industry
LAWS,Lawson Products Inc. Common Stock,United States,,662,Capital Goods,Industrial Machinery/Components
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,2019,1324297,Technology,EDP Services
LB,L Brands Inc.,United States,,2672607,Consumer Services,Clothing/Shoe/Accessory Stores
LBAI,Lakeland Bancorp Inc. Common Stock,United States,,22987,Finance,Major Banks
LBC,Luther Burbank Corporation Common Stock,United States,2017,8232,Finance,Commercial Banks
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,,16200,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,,152362,Consumer Services,Television Services
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,United States,2018,134260,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,United States,2014,551048,Finance,Finance Companies
LCII,LCI Industries,United States,,194533,Capital Goods,Auto Parts:O.E.M.
LCTX,Lineage Cell Therapeutics Inc. Common Stock,United States,,1398105,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Lifetime Brands Inc. Common Stock,United States,1991,37025,Consumer Durables,Home Furnishings
LCY,Landcadia Holdings III Inc. Class A Common Stock,United States,2020,148089,,
LDL,Lydall Inc. Common Stock,United States,,23473,Technology,Industrial Machinery/Components
LDOS,Leidos Holdings Inc. Common Stock,United States,,139288,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,2012,20020,,
LE,Lands' End Inc. Common Stock,United States,,86075,Consumer Services,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation Common Stock,United States,,57470,Capital Goods,Auto Parts:O.E.M.
LEAF,Leaf Group Ltd. Common Stock,United States,,168556,Technology,EDP Services
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,United States,2020,22425,Finance,Business Services
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,,26147,Capital Goods,Industrial Machinery/Components
LEG,Leggett & Platt Incorporated Common Stock,United States,,252093,Consumer Durables,Home Furnishings
LEGH,Legacy Housing Corporation Common Stock (TX),United States,2018,33057,Basic Industries,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,2020,92194,Health Care,Major Pharmaceuticals
LEN,Lennar Corporation Class A Common Stock,United States,,694686,Consumer Services,Building operators
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,1987,28759,,
LESL,Leslie's Inc. Common Stock,United States,2020,433510,Consumer Services,
LEU,Centrus Energy Corp. Class A Common Stock,United States,2014,17647,,
LEVI,Levi Strauss & Co Class A Common Stock,United States,2019,280729,Basic Industries,Industrial Specialties
LFUS,Littelfuse Inc. Common Stock,United States,,15473,Technology,Electronic Components
LGIH,LGI Homes Inc. Common Stock,United States,2013,167011,Capital Goods,Homebuilding
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,,30382,Health Care,Major Pharmaceuticals
LH,Laboratory Corporation of America Holdings Common Stock,United States,,148259,Health Care,Medical Specialities
LHCG,LHC Group Common Stock,United States,2005,25521,Health Care,Medical/Nursing Services
LHX,L3Harris Technologies Inc. Common Stock,United States,,295322,Capital Goods,Industrial Machinery/Components
LII,Lennox International Inc. Common Stock,United States,1999,30161,Capital Goods,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,,37901,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,,114287,Consumer Services,Television Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,2013,44934,,
LITE,Lumentum Holdings Inc. Common Stock,United States,,364605,Technology,Computer peripheral equipment
LKFN,Lakeland Financial Corporation Common Stock,United States,,13537,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,,375288,Capital Goods,Automotive Aftermarket
LL,Lumber Liquidators Holdings Inc Common Stock,United States,2007,164867,Consumer Services,RETAIL: Building Materials
LLNW,Limelight Networks Inc. Common Stock,United States,2007,638514,,
LLY,Eli Lilly and Company Common Stock,United States,,479579,Health Care,Major Pharmaceuticals
LMAT,LeMaitre Vascular Inc. Common Stock,United States,2006,20057,Health Care,Medical/Dental Instruments
LMND,Lemonade Inc. Common Stock,United States,2020,1315867,Finance,Property-Casualty Insurers
LMNR,Limoneira Co Common Stock,United States,,2639,,
LMNX,Luminex Corporation Common Stock,United States,2000,163916,Health Care,Medical/Dental Instruments
LMRK,Landmark Infrastructure Partners LP Common Units,United States,2014,6310,Consumer Services,Real Estate
LMT,Lockheed Martin Corporation Common Stock,United States,,299397,Capital Goods,Aerospace
LNC,Lincoln National Corporation Common Stock,United States,,312100,Finance,Life Insurance
LNDC,Landec Corporation Common Stock (DE),United States,1996,19487,Consumer Non-Durables,Farming/Seeds/Milling
LNG,Cheniere Energy Inc. Common Stock,United States,,247479,Public Utilities,Oil/Gas Transmission
LNN,Lindsay Corporation Common Stock,United States,,4444,Capital Goods,Industrial Machinery/Components
LNT,Alliant Energy Corporation Common Stock,United States,,349004,Public Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,United States,2015,111958,Health Care,Medical Specialities
LOB,Live Oak Bancshares Inc. Common Stock,United States,2015,72527,Finance,Commercial Banks
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,2014,38778,Consumer Services,Restaurants
LOGI,Logitech International S.A. Ordinary Shares,United States,1997,522687,Technology,Computer peripheral equipment
LOPE,Grand Canyon Education Inc. Common Stock,United States,2008,95586,Miscellaneous,Service to the Health Industry
LORL,Loral Space and Communications Inc. Common Stock,United States,,43788,Public Utilities,Telecommunications Equipment
LOTZ,CarLotz Inc. Class A Common Stock,United States,2019,5162843,Consumer Services,Other Specialty Stores
LOVE,The Lovesac Company Common Stock,United States,2018,183973,,
LOW,Lowe's Companies Inc. Common Stock,United States,,1425670,Consumer Services,RETAIL: Building Materials
LPI,Laredo Petroleum Inc. Common Stock,United States,2011,202483,Energy,Oil & Gas Production
LPLA,LPL Financial Holdings Inc. Common Stock,United States,2010,114882,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Class A Common Stock,United States,,880366,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,United States,2000,203276,Technology,EDP Services
LPX,Louisiana-Pacific Corporation Common Stock,United States,,1053174,,
LQDT,Liquidity Services Inc. Common Stock,United States,2006,465556,Consumer Services,Catalog/Specialty Distribution
LRCX,Lam Research Corporation Common Stock,United States,1984,723861,Technology,Industrial Machinery/Components
LRN,Stride Inc. Common Stock,United States,,109329,Miscellaneous,Other Consumer Services
LSCC,Lattice Semiconductor Corporation Common Stock,United States,,409444,Technology,Semiconductors
LSEA,Landsea Homes Corporation Common Stock,United States,2018,31281,,
LSI,Life Storage Inc. Common Stock,United States,,83836,Consumer Services,Real Estate Investment Trusts
LSTR,Landstar System Inc. Common Stock,United States,1993,36971,Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States,,215322,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States,,135776,Consumer Services,Broadcasting
LTC,LTC Properties Inc. Common Stock,United States,,57004,Consumer Services,Real Estate Investment Trusts
LTHM,Livent Corporation Common Stock,United States,2018,587095,Basic Industries,Industrial Specialties
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,United States,,234362,,
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,United States,,493,,
LUMN,Lumen Technologies Inc. Common Stock,United States,,2656711,Public Utilities,Telecommunications Equipment
LUNA,Luna Innovations Incorporated Common Stock,United States,2006,27410,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation Common Stock,United States,2020,129435,Health Care,Industrial Specialties
LUV,Southwest Airlines Company Common Stock,United States,,1887393,Transportation,Air Freight/Delivery Services
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock,United States,2020,73203,,
LVS,Las Vegas Sands Corp. Common Stock,United States,2004,1881699,Consumer Services,Hotels/Resorts
LXP,Lexington Realty Trust Common Stock,United States,,2781885,,
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,,172763,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LYFT,Lyft Inc. Class A Common Stock,United States,2019,2039644,Technology,EDP Services
LYV,Live Nation Entertainment Inc. Common Stock,United States,,552735,Consumer Services,Movies/Entertainment
LZB,La-Z-Boy Incorporated Common Stock,United States,,37132,Consumer Durables,Home Furnishings
M,Macy's Inc Common Stock,United States,,5583086,Consumer Services,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,2006,971539,Miscellaneous,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,1994,69739,Consumer Services,Real Estate Investment Trusts
MAAC,Montes Archimedes Acquisition Corp. Class A Common Stock,United States,2020,35300,,
MAC,Macerich Company (The) Common Stock,United States,1994,2674965,Consumer Services,Real Estate Investment Trusts
MAIN,Main Street Capital Corporation Common Stock,United States,2007,202595,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,United States,,160184,Technology,Professional Services
MANH,Manhattan Associates Inc. Common Stock,United States,1998,96086,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation Common Stock $0.01 Par Value,United States,2002,30264,Technology,EDP Services
MAR,Marriott International Class A Common Stock,United States,,1152847,Consumer Services,Hotels/Resorts
MARA,Marathon Digital Holdings Inc. Common Stock,United States,,10752297,Finance,Investment Managers
MAS,Masco Corporation Common Stock,United States,,427938,Capital Goods,Building Products
MASI,Masimo Corporation Common Stock,United States,2007,82888,Health Care,Medical/Dental Instruments
MASS,908 Devices Inc. Common Stock,United States,2020,83577,Health Care,Medical/Dental Instruments
MAT,Mattel Inc. Common Stock,United States,,1005988,Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation Class A Common Stock,United States,1994,36832,,
MATX,Matson Inc. Common Stock,United States,,92009,Transportation,Marine Transportation
MBI,MBIA Inc. Common Stock,United States,1987,399748,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp Common Stock,United States,2017,9982,Finance,Major Banks
MBUU,Malibu Boats Inc. Class A Common Stock,United States,2014,53597,Consumer Non-Durables,Recreational Products/Toys
MBWM,Mercantile Bank Corporation Common Stock,United States,1998,5839,Finance,Major Banks
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,United States,1992,18559,,
MCBC,Macatawa Bank Corporation Common Stock,United States,,14574,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,United States,2019,713,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,,797637,Consumer Services,Restaurants
MCF,Contango Oil & Gas Company Common Stock (TX),United States,,241444,Energy,Oil & Gas Production
MCFE,McAfee Corp. Class A Common Stock,United States,2020,165505,Technology,Computer Software: Prepackaged Software
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,2015,62690,Consumer Non-Durables,Recreational Products/Toys
MCHP,Microchip Technology Incorporated Common Stock,United States,1993,663626,Technology,Semiconductors
MCI,Barings Corporate Investors Common Stock,United States,,1620,,
MCK,McKesson Corporation Common Stock,United States,,300093,Health Care,Other Pharmaceuticals
MCO,Moody's Corporation Common Stock,United States,,154407,Technology,Advertising
MCR,MFS Charter Income Trust Common Stock,United States,1989,20780,,
MCRB,Seres Therapeutics Inc. Common Stock,United States,2015,206951,Health Care,Major Pharmaceuticals
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,1993,13979,Consumer Services,Movies/Entertainment
MCS,Marcus Corporation (The) Common Stock,United States,,71431,Consumer Services,Movies/Entertainment
MCY,Mercury General Corporation Common Stock,United States,,16407,Finance,Property-Casualty Insurers
MD,Mednax Inc. Common Stock,United States,,289101,Health Care,Medical Specialities
MDB,MongoDB Inc. Class A Common Stock,United States,2017,295265,Technology,Retail: Computer Software & Peripheral Equipment
MDC,M.D.C. Holdings Inc. Common Stock,United States,,174767,Capital Goods,Homebuilding
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,,20747,Health Care,Major Pharmaceuticals
MDLA,Medallia Inc. Common Stock,United States,2019,339962,Technology,EDP Services
MDLZ,Mondelez International Inc. Class A Common Stock,United States,,1810666,Consumer Non-Durables,Meat/Poultry/Fish
MDP,Meredith Corporation Common Stock,United States,,116479,Consumer Services,Newspapers/Magazines
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,United States,,322235,Technology,EDP Services
MDT,Medtronic plc. Ordinary Shares,United States,,890135,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,,100391,Capital Goods,Building Materials
MDVL,MedAvail Holdings Inc. Common Stock,United States,,4455,Health Care,Major Pharmaceuticals
MDXG,MiMedx Group Inc Common Stock,United States,,206351,Health Care,Medical/Dental Instruments
MED,MEDIFAST INC Common Stock,United States,,72956,Miscellaneous,Other Consumer Services
MEDP,Medpace Holdings Inc. Common Stock,United States,2016,53039,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEG,Montrose Environmental Group Inc. Common Stock,United States,2020,31076,,
MEI,Methode Electronics Inc. Common Stock,United States,,36733,Capital Goods,Electrical Products
MEIP,MEI Pharma Inc. Common Stock,United States,,106805,Health Care,Major Pharmaceuticals
MESA,Mesa Air Group Inc. Common Stock,United States,2018,529366,Transportation,Air Freight/Delivery Services
MET,MetLife Inc. Common Stock,United States,2000,1428118,Finance,Life Insurance
MFA,MFA Financial Inc.,United States,,1408456,Consumer Services,Real Estate Investment Trusts
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States,1997,41793,,
MGEE,MGE Energy Inc,United States,,8199,,
MGI,Moneygram International Inc. Common Stock,United States,,885373,Miscellaneous,Business Services
MGLN,Magellan Health Inc. Common Stock,United States,,65344,Health Care,Hospital/Nursing Management
MGM,MGM Resorts International Common Stock,United States,,1977335,Consumer Services,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,United States,,3698091,Technology,Advertising
MGNX,MacroGenics Inc. Common Stock,United States,2013,97842,Health Care,Major Pharmaceuticals
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,United States,2016,93863,Consumer Services,Real Estate Investment Trusts
MGPI,MGP Ingredients Inc.,United States,,20783,,
MGRC,McGrath RentCorp Common Stock,United States,1984,5140,Technology,Diversified Commercial Services
MGTA,Magenta Therapeutics Inc. Common Stock,United States,2018,44765,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,2018,28511,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,2017,260618,Energy,Oil & Gas Production
MHK,Mohawk Industries Inc. Common Stock,United States,,119953,Consumer Durables,Home Furnishings
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,1997,3892,,
MHO,M/I Homes Inc. Common Stock,United States,1993,162933,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation Common Stock,United States,2004,98979,Transportation,Aerospace
MIDD,Middleby Corporation (The) Common Stock,United States,,383834,Capital Goods,Diversified Manufacture
MIG,VanEck Vectors Moody's Analytics IG Corporate Bond ETF,United States,2020,1,,
MILE,Metromile Inc. Common Stock,United States,2020,532837,Finance,Property-Casualty Insurers
MIN,MFS Intermediate Income Trust Common Stock,United States,1988,65752,,
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,2019,9704,Health Care,Major Pharmaceuticals
MITK,Mitek Systems Inc. Common Stock,United States,,122953,Technology,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,1992,8342,,
MKC,McCormick & Company Incorporated Common Stock,United States,,300073,Consumer Non-Durables,Farming/Seeds/Milling
MKL,Markel Corporation Common Stock,United States,1986,10116,Finance,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,United States,1999,61946,Capital Goods,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,United States,2004,92009,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc. Common Stock,United States,,935,Capital Goods,Industrial Machinery/Components
MLHR,Herman Miller Inc. Common Stock,United States,,274817,Capital Goods,Wholesale Distributors
MLI,Mueller Industries Inc. Common Stock,United States,,30934,Basic Industries,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,United States,1994,94942,Capital Goods,Building Materials
MLR,Miller Industries Inc. Common Stock,United States,,3160,Capital Goods,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,,478814,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,2012,4426,,
MMM,3M Company Common Stock,United States,,912537,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States,,447449,Energy,Oil & Gas Production
MMS,Maximus Inc. Common Stock,United States,1997,36552,Miscellaneous,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,United States,,50682,Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust Common Stock,United States,1987,29203,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,1992,17601,,
MNKD,MannKind Corporation Common Stock,United States,2004,1172112,Health Care,Major Pharmaceuticals
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,United States,,324363,Consumer Services,Real Estate Investment Trusts
MNRO,Monro Inc. Common Stock,United States,1991,22018,,
MNST,Monster Beverage Corporation,United States,,478206,Consumer Non-Durables,Beverages (Production/Distribution)
